Address;Type;Title;Charset;Description
https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019;text/html;La maladie à coronavirus (COVID-19) au Québec | Gouvernement du Québec;utf-8;L’état d’urgence sanitaire a été déclaré sur tout le territoire québécois pour mettre en place des mesures visant à assurer la protection de la population.
https://www.quebec.ca/sante/alimentation;text/html;Alimentation | Gouvernement du Québec;utf-8;Alimentation saine, salubrité, intoxication, rappels d'aliments, allergies et intolérances.
https://www.quebec.ca/sante/conseils-et-prevention;text/html;Conseils et prévention - Santé | Gouvernement du Québec;utf-8;Problèmes de consommation et de jeu, tests de dépistage, santé physique et mentale, vaccination. 
https://www.quebec.ca/sante/don-de-sang-de-tissus-et-d-organes;text/html;Don de sang, de tissus et d'organes | Gouvernement du Québec;utf-8;Faire un don de sang, de tissus, d'organes et de corps à la science.
https://www.quebec.ca/sante/problemes-de-sante;text/html;Problèmes de santé | Gouvernement du Québec;utf-8;Symptômes, risques, traitements et prévention de maladies fréquentes et d'infections. Consulter la liste des problèmes de santé de A à Z.
https://www.quebec.ca/sante/systeme-et-services-de-sante;text/html;Système et services de santé | Gouvernement du Québec;utf-8;Assurances, hôpitaux, soins de santé et services sociaux,  médecine de famille et séjour hors Québec. Se renseigner sur le système de santé québécois.
https://www.quebec.ca/sante/trouver-une-ressource;text/html;Trouver une ressource - Santé | Gouvernement du Québec;utf-8;Différentes ressources sont offertes pour répondre à des besoins de santé ou des besoins psychosociaux.
https://www.quebec.ca/sante/vos-informations-de-sante;text/html;Données et informations de santé | Gouvernement du Québec;utf-8;Consulter ses informations de santé en ligne et se renseigner sur le Dossier santé Québec.
https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/isolement;text/html;Consignes d'isolement | Gouvernement du Québec;utf-8;Des consignes d’isolement spécifiques peuvent s’appliquer en fonction de différentes situations. En tout temps, il est primordial de les respecter.
https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/tests-de-depistage/utilisation-tests-rapides-maison;text/html;Utilisation des tests rapides | Gouvernement du Québec;utf-8;Informations sur l’utilisation des tests rapides de dépistage de la COVID-19.
https://www.quebec.ca/sante/problemes-de-sante/a-z;;A à Z;utf-8;
https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/consignes-sanitaires-de-base;;"         <div>             <div                 class=""tuile-titre-wrapper "">                                      <img class=""tuile-icone"" src=""https://cdn-contenu.quebec.ca/_processed_/8/3/csm_PictosMesures_Bleu_RVB_Coeur_c8151d1caa.jpg?0"" width=""110"" h";utf-8;
https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/tests-de-depistage;;"         <div>             <div                 class=""tuile-titre-wrapper "">                                      <img class=""tuile-icone"" src=""https://cdn-contenu.quebec.ca/cdn-contenu/Quebec.ca/Icones_des_tuiles_accueil_COVID-19/ico-test-depistage.svg?";utf-8;
https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/deroulement-vaccination-contre-la-covid-19/se-faire-vacciner-covid-19;;"         <div>             <div                 class=""tuile-titre-wrapper "">                                      <img class=""tuile-icone"" src=""https://cdn-contenu.quebec.ca/cdn-contenu/Quebec.ca/Icones_des_tuiles_accueil_COVID-19/ico-vaccination.svg?163";utf-8;
https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/situation-coronavirus-quebec/;;Voir toutes les données sur la COVID-19 au Québec;utf-8;
https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/tests-de-depistage/declaration-resultat-test-rapide;;Déclaration du résultat d'un test rapide;utf-8;
https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/voyages-canada-ou-international;text/html;Consignes pour les voyages au Canada ou à l’international (COVID-19) | Gouvernement du Québec;utf-8;Consignes pour les voyages et utilisation de la preuve de vaccination à l’extérieur du Québec
https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/guide-autosoins-covid-19;;Guide autosoins COVID-19;utf-8;
https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/symptomes-transmission-traitement;;Symptômes, transmission et traitement;utf-8;
https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/besoin-de-consulter-en-contexte-de-pandemie-covid-19;;Besoin de consulter en temps de pandémie;utf-8;
https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/prendre-soin-sante-mentale;;Prendre soin de votre santé mentale;utf-8;
