Address;Status-Code;Status-Text;Type;Size;Title;Date;Level;Links Out;Links In;Server;Error;Duration;Charset;Description
https://www.ophq.gouv.qc.ca/;200;ok;text/html;26482;Accueil - Office des personnes handicapées du Québec;;0;106;2843;;;00:00.670;utf-8;L’Office des personnes handicapées du Québec est un organisme gouvernemental qui contribue à accroître la participation sociale des personnes handicapées.
https://www.ophq.gouv.qc.ca/?id=2384;200;ok;text/html;53358;Volet 1 : Programmes et mesures ayant des critères liés à l'accessibilité - Office des personnes handicapées du Québec;;4;156;2;;;00:27.461;utf-8;
https://www.ophq.gouv.qc.ca/?id=2385;200;ok;text/html;123365;Volet 2 : Programmes et mesures ne comprenant pas de critères liés à l’accessibilité, mais pouvant contribuer à la réduction des obstacles à la participation sociale des citoyens handicapés - Office des personnes handicapées du Québec;;4;221;2;;;00:18.927;utf-8;
https://www.ophq.gouv.qc.ca/?id=2386;200;ok;text/html;33888;Volet 3 : Programmes soutenant l’intégration en emploi des personnes handicapées - Office des personnes handicapées du Québec;;4;125;2;;;00:20.743;utf-8;
https://www.ophq.gouv.qc.ca/?id=2387;200;ok;text/html;38368;Volet 4 : Mesures fiscales favorisant l’accessibilité des domiciles, des édifices locatifs et ceux utilisés pour gagner un revenu - Office des personnes handicapées du Québec;;4;125;2;;;00:18.047;utf-8;
https://www.ophq.gouv.qc.ca/?id=54;200;ok;text/html;23077;Vidéo loisirs municipaux - Office des personnes handicapées du Québec;;4;100;4;;;00:18.053;utf-8;Services et programmes offerts aux personnes handicapées et aux accompagnateurs pour les activités touristiques, culturelles et de loisirs.
https://www.ophq.gouv.qc.ca/accessibilite.html;200;ok;text/html;25190;Accessibilité - Office des personnes handicapées du Québec;;1;98;1531;;;00:11.064;utf-8;Cette page présente les principales dispositions prises pour rendre ce site Web accessible dans le respect du Standard sur l'accessibilité de sites Web. 
https://www.ophq.gouv.qc.ca/entrepriseinclusive.html;200;ok;text/html;;"<img src=""fileadmin/templates/images/BTN_Web_Emploi_2021-2022.png"" width=""310"" height=""266"" alt=""Entreprise inclusive, entreprise d'avenir. C'et tout le québec qui gagne. #entrepriseinclusive"" />";;1;1;2;;;00:09.185;utf-8;
https://www.ophq.gouv.qc.ca/evenements/embauche-de-travailleuses-et-travailleurs-handicapes.html;200;ok;text/html;25424;Embauche de travailleuses et travailleurs handicapés - Office des personnes handicapées du Québec;;1;94;1532;;;00:08.796;utf-8;Pourquoi bénéficier du talent des travailleuses et travailleurs handicapés?
https://www.ophq.gouv.qc.ca/evenements/embauche-de-travailleuses-et-travailleurs-handicapes/aide-a-lembauche.html;200;ok;text/html;26788;Aide à l’embauche - Office des personnes handicapées du Québec;;2;111;13;;;00:11.828;utf-8;Programmes, mesures et services pour soutenir les employeurs et les entreprises qui engagent des personnes handicapées.
https://www.ophq.gouv.qc.ca/evenements/embauche-de-travailleuses-et-travailleurs-handicapes/entreprise-inclusive-entreprise-davenir.html;200;ok;text/html;34471;Entreprise inclusive. Entreprise d’avenir - Office des personnes handicapées du Québec;;2;151;11;;;00:14.603;utf-8;Entreprise inclusive, entreprise d’avenir est une campagne de sensibilisation et d’information sur l’emploi des personnes handicapées.
https://www.ophq.gouv.qc.ca/evenements/embauche-de-travailleuses-et-travailleurs-handicapes/entreprise-inclusive-entreprise-davenir/texte-de-remplacement.html;200;ok;text/html;18155;Texte de remplacement - Office des personnes handicapées du Québec;;3;88;2;;;00:15.319;utf-8;
https://www.ophq.gouv.qc.ca/evenements/journee-internationale-des-personnes-handicapees.html;200;ok;text/html;32147;Journée internationale des personnes handicapées - Office des personnes handicapées du Québec;;1;117;1531;;;00:08.338;utf-8;Le 3 décembre marque la Journée internationale des personnes handicapées
https://www.ophq.gouv.qc.ca/evenements/journee-internationale-des-personnes-handicapees/texte-de-remplacement-2021.html;200;ok;text/html;17272;Texte de remplacement 2021 - Office des personnes handicapées du Québec;;2;85;2;;;00:16.279;utf-8;
https://www.ophq.gouv.qc.ca/evenements/la-reussite-educative-des-eleves-handicapes.html;200;ok;text/html;20476;La réussite éducative des élèves handicapés - Office des personnes handicapées du Québec;;1;91;1531;;;00:09.269;utf-8;Explication du contenu de la section Web de l'Office portant sur la réussite éducative des élèves handicapés.
https://www.ophq.gouv.qc.ca/evenements/la-reussite-educative-des-eleves-handicapes/documentation-utile.html;200;ok;text/html;25902;Documentation utile - Office des personnes handicapées du Québec;;2;106;9;;;00:14.215;utf-8;Documentation utile offerte aux partenaires de l'Office pour les sensibiliser à l'enjeu de la réussite éducative des élèves handicapés. 
https://www.ophq.gouv.qc.ca/evenements/la-reussite-educative-des-eleves-handicapes/outils-de-sensibilisation.html;200;ok;text/html;34465;Outils de sensibilisation - Office des personnes handicapées du Québec;;2;146;9;;;00:09.692;utf-8;Outils de sensibilisation offerts aux partenaires de l'Office pour les sensibiliser à l'enjeu de la réussite éducative des élèves handicapés. 
https://www.ophq.gouv.qc.ca/evenements/la-reussite-educative-des-eleves-handicapes/outils-de-sensibilisation/texte-de-remplacement.html;200;ok;text/html;17658;Texte de remplacement - Office des personnes handicapées du Québec;;3;89;1;;;00:18.083;utf-8;
https://www.ophq.gouv.qc.ca/evenements/la-reussite-educative-des-eleves-handicapes/videos-de-sensibilisation.html;200;ok;text/html;76690;Vidéos de sensibilisation - Office des personnes handicapées du Québec;;2;152;12;;;00:18.177;utf-8;Capsules vidéos de sensibilisation offertes aux partenaires de l'Office pour les sensibiliser à l'enjeu de la réussite éducative des élèves handicapés.
https://www.ophq.gouv.qc.ca/evenements/prix-a-part-entiere.html;200;ok;text/html;;"<img src=""fileadmin/_processed_/b/6/csm_OPHQ_Logo-PrixApe_2020_color1_a9bce0e43f.jpg"" width=""250"" height=""219"" alt=""Logo du Prix À part entière 2020, septième édition."" />";;2;1;20;;;00:18.383;utf-8;
https://www.ophq.gouv.qc.ca/evenements/prix-a-part-entiere/edition-2008.html;200;ok;text/html;24727;Édition 2008 - Office des personnes handicapées du Québec;;2;95;26;;;00:15.608;utf-8;Présentation des lauréats nationaux de la 1re édition du Prix À part entière en 2008. Ce Prix rend hommage aux individus et aux organisations qui contribuent à accroître la participation sociale des personnes handicapées.
https://www.ophq.gouv.qc.ca/evenements/prix-a-part-entiere/edition-2010.html;200;ok;text/html;21749;Édition 2010 - Office des personnes handicapées du Québec;;2;94;26;;;00:13.215;utf-8;Présentation du lauréat national de la 2e édition du Prix À part entière en 2010. Ce Prix rend hommage aux individus et aux organisations qui contribuent à accroître la participation sociale des personnes handicapées.
https://www.ophq.gouv.qc.ca/evenements/prix-a-part-entiere/edition-2012.html;200;ok;text/html;21692;Édition 2012 - Office des personnes handicapées du Québec;;2;94;26;;;00:13.376;utf-8;Présentation du lauréat national de la 3e édition du Prix À part entière en 2012. Ce Prix rend hommage aux individus et aux organisations qui contribuent à accroître la participation sociale des personnes handicapées.
https://www.ophq.gouv.qc.ca/evenements/prix-a-part-entiere/edition-2014/laureates-et-laureats-nationaux.html;200;ok;text/html;83371;Lauréates et lauréats nationaux - Office des personnes handicapées du Québec;;2;194;26;;;00:17.775;utf-8;Présentation des lauréats et lauréates de la 4e édition du Prix À part entière qui a eu lieu en 2014. Ce Prix rend hommage aux individus et aux organisations qui contribuent à accroître la participation sociale des personnes handicapées. 
https://www.ophq.gouv.qc.ca/evenements/prix-a-part-entiere/edition-2014/photos-de-la-ceremonie-de-remise.html;200;ok;text/html;37891;Photos de la cérémonie de remise - Office des personnes handicapées du Québec;;3;115;3;;;00:28.979;utf-8;Photographies de la cérémonie de remise de la 4e édition du Prix À part entière qui a eu lieu en 2014. Nous y voyons les lauréats et lauréates, en compagnie d'invités dignitaires. Ce Prix rend hommage aux individus et aux organisations qui contribuent à accroître la participation sociale des personnes handicapées. 
