Address;Status-Code;Status-Text;Type;Size;Title;Date;Level;Links Out;Links In;Server;Error;Duration;Charset;Description
https://www.ramq.gouv.qc.ca/;200;ok;text/html;;www.ramq.gouv.qc.ca;27.05.2022  05:30:06;5;1;108;Microsoft-IIS/10.0;;00:23.118;utf-8;
https://www.ramq.gouv.qc.ca/annexes-ententes;200;ok;text/html;95968;Annexes mises à jour en continu (Ann., LE, EP et PA) | RAMQ;;5;245;133;Microsoft-IIS/10.0;;00:25.698;utf-8;La Régie de l’assurance maladie du Québec administre les régimes publics d’assurance maladie et médicaments et rémunère les professionnels de la santé.
https://www.ramq.gouv.qc.ca/covid;200;ok;text/html;38676;Actualites-COVID-19 | RAMQ;;6;104;1;Microsoft-IIS/10.0;;00:14.814;utf-8;La Régie de l’assurance maladie du Québec administre les régimes publics d’assurance maladie et médicaments et rémunère les professionnels de la santé.
https://www.ramq.gouv.qc.ca/en;200;ok;text/html;50257;Home | Régie de l’assurance maladie du Québec (RAMQ);27.05.2022  16:05:52;1;101;2075;Microsoft-IIS/10.0;;00:00.127;utf-8;"The Régie de l&#039;assurance maladie du Québec administers public health and drug insurance plans and pays health professionals."
https://www.ramq.gouv.qc.ca/fr;200;ok;text/html;50872;Accueil | Régie de l’assurance maladie du Québec (RAMQ);27.05.2022  16:07:57;0;102;3945;Microsoft-IIS/10.0;;00:00.519;utf-8;La Régie de l’assurance maladie du Québec administre les régimes publics d’assurance maladie et médicaments et rémunère les professionnels de la santé.
https://www.ramq.gouv.qc.ca/fr/actualites;200;ok;text/html;42679;Actualités | Régie de l’assurance maladie du Québec (RAMQ);27.05.2022  16:03:24;1;86;20;Microsoft-IIS/10.0;;00:01.676;utf-8;La Régie de l’assurance maladie du Québec administre les régimes publics d’assurance maladie et médicaments et rémunère les professionnels de la santé.
https://www.ramq.gouv.qc.ca/fr/actualites/2020-06-25/patient-medicaments-exception-autorisations-prolongees;200;ok;text/html;38009;Patient et médicaments d’exception : autorisations prolongées | Régie de l’assurance maladie du Québec (RAMQ);27.05.2022  17:39:33;2;71;2;Microsoft-IIS/10.0;;00:22.419;utf-8;
https://www.ramq.gouv.qc.ca/fr/actualites/2020-08-28/patient-medicaments-exception-prolongation-autorisations;200;ok;text/html;38013;Patient et médicaments d’exception : prolongation des autorisations | Régie de l’assurance maladie du Québec (RAMQ);27.05.2022  18:40:59;2;71;2;Microsoft-IIS/10.0;;00:21.544;utf-8;
https://www.ramq.gouv.qc.ca/fr/actualites/2020-08-28/protection-donnees-sante-a-ramq;200;ok;text/html;37859;Protection des données de santé à la RAMQ | Régie de l’assurance maladie du Québec (RAMQ);27.05.2022  19:00:39;2;71;4;Microsoft-IIS/10.0;;00:34.845;utf-8;
https://www.ramq.gouv.qc.ca/fr/actualites/2020-09-30/depot-rapport-annuel-gestion-2019-2020;200;ok;text/html;37372;Dépôt du Rapport annuel de gestion 2019-2020 | Régie de l’assurance maladie du Québec (RAMQ);27.05.2022  18:49:25;2;75;3;Microsoft-IIS/10.0;;00:10.963;utf-8;
