Address;Status-Text;Type;Title;Charset;Description
https://santemontreal.qc.ca/;ok;text/html;"<img alt height=""53"" src=""/fileadmin/_processed_/csm_cactus_aa50d9cc93.png"" style title width=""150"">";utf-8;
https://santemontreal.qc.ca/CALACS;ok;text/html;Media kit on Sexual Assault;utf-8;
https://santemontreal.qc.ca/cannabis/;ok;text/html;<b>Cannabis</b>;utf-8;
https://santemontreal.qc.ca/cannabis/avis-expert/;ok;text/html;"<img src=""/fileadmin/cannabis/images/parle3.png"" />";utf-8;
https://santemontreal.qc.ca/cannabis/consommation-responsable/;ok;text/html;"<img src=""/fileadmin/cannabis/images/responsable3.png"" />";utf-8;
https://santemontreal.qc.ca/cannabis/faits-et-effets-du-cannabis/;ok;text/html;"<img src=""/fileadmin/cannabis/images/faits3.png"" />";utf-8;
https://santemontreal.qc.ca/cannabis/parler-avec-les-ados/;ok;text/html;"<img src=""/fileadmin/cannabis/images/jeunes3.png"" />";utf-8;
https://santemontreal.qc.ca/cannabis/pourquoi-acheter-legal/;ok;text/html;"<img src=""/fileadmin/cannabis/images/succursales3.png"" />";utf-8;
https://santemontreal.qc.ca/chaleur/;ok;text/html;Public;utf-8;Qu’est-ce que la chaleur accablante et la chaleur extrême?
https://santemontreal.qc.ca/codeorange/;ok;text/html;professionnel;utf-8;Le Portail Santé Montréal facilite l’accès aux services de santé et services sociaux et regroupe tout ce qui touche à la santé dans la région de Montréal. Trouvez rapidement vos cliniques médicales, CLSC, ressources d'hébergement et autres.
https://santemontreal.qc.ca/COVID-19;ok;text/html;"211&nbsp;Service&nbsp;d'aide et de référence multilingue sur les ressources communautaires";utf-8;
https://santemontreal.qc.ca/enregistrements/menu-barre-pied-de-page/conditions-dutilisation/;ok;text/html;Public;utf-8;Le Portail Santé Montréal facilite l’accès aux services de santé et services sociaux et regroupe tout ce qui touche à la santé dans la région de Montréal. Trouvez rapidement vos cliniques médicales, CLSC, ressources d'hébergement et autres.
https://santemontreal.qc.ca/enregistrements/menu-barre-pied-de-page/politique-de-confidentialite/;ok;text/html;Public;utf-8;Le Portail Santé Montréal facilite l’accès aux services de santé et services sociaux et regroupe tout ce qui touche à la santé dans la région de Montréal. Trouvez rapidement vos cliniques médicales, CLSC, ressources d'hébergement et autres.
